date, pm25
2015/7/4, 52
2015/7/5, 48
2015/7/6, 49
2015/7/7, 54
2015/7/8, 47
2015/7/9, 49
2015/7/10, 63
2015/7/11, 64
2015/7/12, 63
2015/7/13, 62
2015/7/14, 65
2015/7/17, 74
2015/7/18, 67
2015/7/19, 57
2015/7/20, 58
2015/7/21, 55
2015/7/22, 65
2015/7/23, 92
2015/7/24, 56
2015/7/30, 30
2015/7/31, 39
2015/8/1, 42
2015/8/2, 45
2015/8/3, 47
2015/8/4, 53
2015/8/5, 47
2015/8/6, 51
2015/8/7, 55
2015/8/8, 58
2015/8/9, 62
2015/8/10, 71
2015/8/11, 74
2015/8/12, 80
2015/8/13, 57
2015/8/14, 47
2015/8/15, 44
2015/8/16, 50
2015/8/17, 67
2015/8/18, 65
2015/8/19, 71
2015/8/20, 63
2015/8/21, 47
2015/8/22, 41
2015/8/23, 48
2015/8/24, 46
2015/8/25, 56
2015/8/26, 56
2015/8/27, 44
2015/8/28, 61
2015/8/29, 71
2015/8/30, 63
2015/8/31, 78
2015/9/1, 77
2015/9/2, 84
2015/9/3, 103
2015/9/4, 108
2015/9/5, 109
2015/9/6, 86
2015/9/7, 66
2015/9/8, 74
2015/9/9, 79
2015/9/10, 86
2015/9/11, 117
2015/9/12, 88
2015/9/13, 92
2015/9/14, 81
2015/9/15, 50
2015/9/16, 81
2015/9/17, 40
2015/9/18, 73
2015/9/19, 62
2015/9/20, 63
2015/9/21, 54
2015/9/22, 64
2015/9/23, 81
2015/9/24, 103
2015/9/25, 116
2015/9/26, 115
2015/9/27, 97
2015/9/28, 115
2015/9/29, 153
2015/9/30, 147
2015/4/1, 94
2015/4/2, 93
2015/4/3, 79
2015/4/4, 91
2015/4/5, 121
2015/4/6, 173
2015/4/7, 163
2015/4/8, 156
2015/4/9, 152
2015/4/10, 134
2015/4/11, 130
2015/4/12, 101
2015/4/13, 115
2015/4/14, 125
2015/4/15, 140
2015/4/16, 124
2015/4/17, 120
2015/4/18, 130
2015/4/19, 105
2015/4/20, 89
2015/4/21, 117
2015/4/22, 104
2015/4/23, 114
2015/4/24, 121
2015/4/25, 106
2015/4/26, 97
2015/4/27, 92
2015/4/28, 77
2015/4/29, 90
2015/4/30, 110
2015/5/1, 74
2015/5/2, 97
2015/5/3, 106
2015/5/4, 108
2015/5/5, 109
2015/5/6, 114
2015/5/7, 92
2015/5/8, 80
2015/5/9, 93
2015/5/10, 74
2015/5/11, 81
2015/5/12, 78
2015/5/13, 81
2015/5/14, 87
2015/5/15, 94
2015/5/16, 101
2015/5/17, 75
2015/5/18, 64
2015/5/19, 60
2015/5/20, 53
2015/5/21, 64
2015/5/22, 57
2015/5/23, 53
2015/5/24, 58
2015/5/25, 61
2015/5/26, 59
2015/5/27, 64
2015/5/28, 60
2015/5/29, 58
2015/5/30, 69
2015/5/31, 79
2015/6/1, 64
2015/6/2, 61
2015/6/3, 66
2015/6/4, 72
2015/6/5, 75
2015/6/6, 93
2015/6/7, 55
2015/6/8, 58
2015/6/9, 45
2015/6/10, 30
2015/6/11, 44
2015/6/12, 49
2015/6/13, 64
2015/6/14, 73
2015/6/15, 72
2015/6/16, 64
2015/6/17, 60
2015/6/18, 47
2015/6/19, 32
2015/6/20, 36
2015/6/21, 57
2015/6/22, 81
2015/6/23, 70
2015/6/24, 86
2015/6/25, 92
2015/6/26, 94
2015/6/27, 94
2015/6/28, 81
2015/6/30, 79
2015/1/1, 163
2015/1/2, 165
2015/1/3, 170
2015/1/4, 159
2015/1/5, 145
2015/1/6, 154
2015/1/7, 164
2015/1/8, 169
2015/1/9, 159
2015/1/10, 164
2015/1/11, 168
2015/1/12, 170
2015/1/13, 169
2015/1/14, 174
2015/1/15, 161
2015/1/16, 152
2015/1/17, 155
2015/1/18, 162
2015/1/19, 176
2015/1/20, 168
2015/1/21, 155
2015/1/22, 138
2015/1/23, 88
2015/1/24, 129
2015/1/25, 168
2015/1/26, 152
2015/1/27, 145
2015/1/28, 156
2015/1/29, 155
2015/1/30, 154
2015/1/31, 149
2015/2/1, 209
2015/2/2, 161
2015/2/3, 163
2015/2/4, 177
2015/2/5, 180
2015/2/6, 167
2015/2/7, 165
2015/2/8, 157
2015/2/9, 160
2015/2/10, 165
2015/2/11, 172
2015/2/12, 162
2015/2/13, 172
2015/2/14, 172
2015/2/15, 171
2015/2/16, 160
2015/2/17, 163
2015/2/18, 163
2015/2/19, 162
2015/2/20, 159
2015/2/21, 182
2015/2/22, 181
2015/2/23, 192
2015/2/24, 199
2015/2/25, 156
2015/2/26, 154
2015/2/27, 137
2015/2/28, 145
2015/3/1, 113
2015/3/3, 159
2015/3/4, 153
2015/3/5, 156
2015/3/6, 241
2015/3/7, 180
2015/3/8, 155
2015/3/9, 155
2015/3/10, 152
2015/3/13, 140
2015/3/14, 165
2015/3/15, 107
2015/3/16, 100
2015/3/17, 88
2015/3/18, 152
2015/3/19, 172
2015/3/20, 168
2015/3/21, 199
2015/3/22, 189
2015/3/23, 163
2015/3/24, 148
2015/3/25, 153
2015/3/26, 179
2015/3/27, 173
2015/3/28, 181
2015/3/29, 142
2015/3/30, 142
2015/3/31, 103
2014/12/10, 181
2014/12/11, 191
2014/12/12, 184
2014/12/13, 147
2014/12/14, 139
2014/12/15, 164
2014/12/16, 160
2014/12/17, 159
2014/12/18, 163
2014/12/19, 158
2014/12/20, 158
2014/12/21, 170
2014/12/22, 186
2014/12/23, 184
2014/12/24, 194
2014/12/25, 193
2014/12/26, 173
2014/12/27, 156
2014/12/28, 162
